ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
PLPL3,SMALL11,SMALL11,Consumo discricionário,69.27,73.93,42.857142857142854,,,0.9,,81.55,83.99,50.99,60.42,13,Não,5,8,False,,True,,False,False,True,False,False,True,3,7,True,True,True,False,False,True,True,False,True,1.49,True,1311029760.0,3.95,1.25,7.57,6.32,31.56,29.38,9.85,1.66,0.9,2.87,1.28,0.26,24.97,-37.9,6.46,17.36,0.0,-62.8,-34.7,1.45,0.51,6.460000038146973,2.91673754846265,5.410548152398215,21.669620381125917,13.790189219210713,34.86944968371689,11.782424631782849,19.788860876348956,29.586966368609882,,,,6,False,12.0,,,n/d,2025-12-30,última,,,False,False,,,Em Baixa,7.699999809265137,-16.10389353031043,-62.83219610247839,True,False,False,sem sinal (Em Baixa; sem novo topo (-16.1%))
BRSR6,SMALL11,SMALL11,Produtos financeiros,68.41,71.66,50.0,17.35,,0.4,,49.13,91.18,90.71,86.11,16,Não,2,6,False,,True,,False,False,True,,False,True,3,6,False,False,False,,False,,True,True,True,,True,5373924352.0,3.39,0.47,12.08,10.16,13.99,0.0,22.75,,,,,0.37,34.43,-8.3,9.68,18.55,35.8,-29.1,-12.2,1.06,0.62,13.140000343322754,9.532340075165425,17.682490839431864,51.358408421541725,49.37849597306575,74.92328198996131,33.0745236589176,32.70465789937666,,34.0384743066304,33.0745236589176,29.76707129302584,3,True,5.4,126.53782736126283,159.04469876157538,n/d,2026-06-15,última,,,False,False,,,Em Baixa,14.449999809265137,-9.065740368400766,-29.445764936447848,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.1%))
TGMA3,SMALL11,SMALL11,Bens Industriais,67.47,66.77,71.42857142857143,,,0.7,,79.11,34.35,70.55,84.72,18,Fundo duplo,6,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,False,False,True,True,True,True,0.03,True,2200343296.0,8.64,2.21,10.92,10.07,25.55,27.01,10.14,5.97,0.07,2.22,0.23,2.6,87.0,23.5,26.65,39.14,25.2,-14.7,10.5,0.9,0.5,33.369998931884766,24.000048705310046,32.51397683110792,37.37424114932909,36.22383639853821,51.72175108017961,49.07973977173196,18.384095053625234,29.266587150417013,34.82053451752988,34.36890661482306,30.932015953340755,8,True,2.8,-7.305912665806346,4.346825388295517,n/d,2026-08-07,última,"A Tegma Gestão Logística (TGMA3) apresenta uma sólida eficiência operacional no setor de bens industriais, evidenciada por um ROE de 25,6% e um ROIC de 27,0%, ambos significativamente acima das médias setoriais de 15,5% e 12,7%, respectivamente. Essa elevada qualidade de retorno convive com múltiplos de preço moderados, visto que o P/L de 8,64 e o P/VP de 2,21 sugerem que o mercado ainda não precifica com total euforia a rentabilidade da companhia, embora o indicador PEG de 2,6 aponte para um crescimento futuro já precificado com certo prêmio. A excelente rentabilidade é sustentada por uma estrutura de capital extremamente conservadora, com uma relação Dívida Líquida/EBITDA de apenas 0,07, patamar muito abaixo da média dos pares de 2,33, o que confere grande segurança financeira e uma liquidez corrente confortável de 2,22. Esse endividamento mínimo e a forte geração de caixa viabilizam um expressivo Dividend Yield de 10,92%, que se mostra sustentável e coerente com a lucratividade da empresa, cuja margem líquida se situa em 10,14%. Por outro lado, o crescimento da receita nos últimos cinco anos, com CAGR de 23,5%, ficou bastante abaixo da média do setor de 117,7%, refletindo uma expansão mais madura e cadenciada. No checklist de critérios fundamentalistas, a TGMA3 atende a 6 de 8 requisitos, falhando apenas na margem líquida idealizada de 15% e no ritmo de crescimento frente aos pares, o que reforça seu perfil de pagadora de dividendos consolidada em detrimento de uma tese de crescimento acelerado. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão relevante entre os métodos, variando desde os conservadores R$ 24,00 pelo modelo de Bazin até os otimistas R$ 51,72 pela fórmula de Lynch, resultando em uma média de R$ 34,82 e mediana de R$ 34,37. Frente ao preço atual de R$ 33,37, a ação negocia próxima de seu valor justo médio, mas apresenta um upside negativo de 7,3% quando comparada ao preço-teto ajustado com margem de segurança de R$ 30,93. Em suma, os principais pontos positivos da companhia residem em sua alta rentabilidade, endividamento quase nulo e proventos robustos, enquanto os pontos negativos concentram-se no crescimento abaixo da média setorial e na escassa margem de segurança para novos aportes no preço atual.",Fundo duplo,False,False,,,Em Alta,33.47999954223633,-0.3285561883380361,-15.59613608764564,True,True,True,Fundo duplo — rompeu pescoço ~R$31.25 (candidato)
VLID3,SMALL11,SMALL11,Bens Industriais,67.0,68.74,57.142857142857146,,,0.7,,64.63,75.5,67.79,72.22,19,Não,4,8,False,,True,,False,False,True,True,False,True,4,7,True,False,True,False,False,True,True,False,True,0.13,True,1318395904.0,5.83,0.77,10.49,8.3,13.18,15.68,11.15,3.05,0.45,2.3,0.41,0.86,48.39,-32.9,16.48,22.87,2.2,-26.3,-7.9,0.92,0.5,16.850000381469727,9.989486831118002,18.530498071723894,38.29545541243119,37.72346127672337,43.64901479346172,34.82600257725493,20.079077329539206,31.07962975442285,32.026162745079596,34.82600257725493,31.34340231952944,7,True,4.4,86.01425287799036,90.06624344234075,2026-11-04,2026-08-12,próxima,,,False,False,,,Em Baixa,18.65999984741211,-9.699890036137404,-26.988424030681102,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.7%))
INTB3,SMALL11,SMALL11,Tecnologia de informação,66.94,66.15,71.42857142857143,,,0.5,,72.63,52.59,78.33,46.53,20,Fundo duplo,5,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,False,False,True,True,False,True,-0.2,True,4656214016.0,7.84,1.42,8.42,4.3,18.07,17.52,13.1,6.18,-1.0,2.64,0.26,0.65,33.72,14.3,9.95,15.13,43.0,-5.9,3.7,1.03,0.5,14.229999542236328,4.372187654000706,8.110408098171309,24.049425246764198,20.22990957960002,29.544688510182016,16.59003963018402,18.512168491264845,13.506647836544131,18.649041056101506,18.512168491264845,16.66095164213836,7,True,6.8,17.083290078026202,31.054403766837368,n/d,2026-08-04,última,"A Intelbras (INTB3) apresenta uma sólida combinação de qualidade e preço atrativo no setor de tecnologia da informação, onde seu retorno sobre o patrimônio líquido de 18,1% e o retorno sobre o capital investido de 17,5% situam-se bem acima das médias setoriais de 8,9% e 13,4%, respectivamente. Essa elevada rentabilidade convive com múltiplos de valuation descontados, evidenciados pelo preço sobre lucro de 7,84 e preço sobre valor patrimonial de 1,42, sugerindo que o mercado pode estar subavaliando a eficiência operacional da companhia. A saúde financeira da empresa é outro ponto de destaque, uma vez que a relação de dívida líquida sobre EBITDA de -1,0 está abaixo do par de 1,23 do setor, indicando uma posição de caixa líquido que, somada à baixa relação dívida sobre patrimônio de 0,26, confere extrema segurança para a operação. Esse endividamento sob controle e a robusta geração de caixa sustentam um dividendo altamente atrativo de 8,42%, patamar coerente com a lucratividade e que se mostra sustentável frente à estrutura de capital desalavancada da empresa. Por outro lado, o crescimento da receita nos últimos cinco anos, com uma taxa anual composta de 14,3%, ficou significativamente abaixo da média setorial de 83,6%, o que acende um alerta sobre o ritmo de expansão frente aos seus pares. No checklist de critérios fundamentalistas, a companhia atendeu a 5 dos 8 requisitos avaliados, sendo penalizada justamente pelo crescimento inferior ao setor, pela margem líquida de 13,1% que não atingiu o patamar de 15% e por registrar vendas de ações por parte de pessoas de dentro da empresa. Sob a ótica do valuation por múltiplos métodos de preço-teto, observa-se uma dispersão acentuada entre os modelos baseados em dividendos, como Bazin a R$ 4,37 e Gordon a R$ 8,11, e as metodologias de fluxo de caixa descontado e crescimento, que alcançam R$ 24,05 por fluxo de caixa e R$ 29,54 pelo modelo de Lynch. Essa divergência resulta em uma média de R$ 18,65 e uma mediana de R$ 18,51, estabelecendo um preço-teto ajustado com margem de segurança de R$ 16,66, o que representa um potencial de valorização de 17,1% em relação ao preço atual de R$ 14,23, em um momento técnico de tendência de alta com padrão gráfico de fundo duplo. Em balanço, os principais prós da tese residem na excelente rentabilidade, na sólida posição de caixa líquido e no valuation descontado com margem de segurança, enquanto os contras concentram-se no crescimento histórico abaixo da média do setor, nas margens ligeiramente pressionadas e nas transações de venda por parte de iniciados.",Fundo duplo,False,False,,,Em Alta,15.130000114440918,-5.948450531375604,-9.126048638994966,True,True,True,Fundo duplo — rompeu pescoço ~R$13.81 (candidato)
LAVV3,SMALL11,SMALL11,Imobiliário,66.58,65.73,71.42857142857143,,,0.8,,66.53,58.96,58.06,94.44,21,Não,5,8,False,,True,,True,False,True,True,False,True,5,7,True,True,False,True,False,True,True,False,True,0.36,True,1809722112.0,4.99,1.24,27.91,14.0,24.9,8.69,19.91,6.49,1.46,3.93,0.85,0.66,69.84,-30.3,9.22,18.94,0.4,-51.1,-23.2,1.45,0.71,9.260000228881836,9.256799629565688,17.17136331284435,24.58817696045778,17.657984899078365,39.90899298694069,24.653932844948372,13.718436791300135,9.260000228881836,19.526960956752152,17.414674105961357,15.673206695365222,8,True,4.3,69.2570875590334,110.87430317601701,n/d,2026-02-03,última,,,False,False,,,Em Baixa,10.720000267028809,-13.619403001672048,-51.2117995141386,True,False,False,sem sinal (Em Baixa; sem novo topo (-13.6%))
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,65.73,64.73,71.42857142857143,,,0.9,,69.77,66.41,59.35,48.61,22,Não,6,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,False,False,True,True,True,True,0.29,True,11281160192.0,8.11,1.17,7.57,4.36,14.41,23.53,9.37,2.2,0.44,1.78,0.28,0.87,35.32,23.2,11.74,16.98,0.0,-30.9,-17.7,1.46,0.66,11.739999771118164,3.6523690568587837,6.775144600473043,19.180640809779984,18.07823341857824,19.796515041738186,15.300234403974171,12.347558650110868,26.205502699198778,16.811975660550466,18.07823341857824,16.270410076720417,7,True,7.2,38.589526353719506,43.202521195187614,2026-11-05,2026-06-24,última,,,False,False,,,Em Baixa,13.899999618530273,-15.539567674034938,-32.22252279993014,True,False,False,sem sinal (Em Baixa; sem novo topo (-15.5%))
GRND3,SMALL11,SMALL11,Consumo discricionário,64.54,65.85,57.142857142857146,,,0.9,,62.97,55.87,67.72,100.0,23,Não,5,8,False,,True,,False,False,True,True,False,True,4,7,True,True,False,True,False,True,True,False,True,-0.29,True,3094408960.0,5.34,0.96,44.83,19.55,18.04,7.81,24.95,8.14,-3.59,2.05,0.02,,104.41,-24.5,3.43,4.92,0.0,-30.3,-15.5,0.74,0.46,3.430000066757202,4.790146584258829,6.9744534266808556,6.680149942748109,7.185866466163497,,5.288228088881641,1.715917636392715,2.3272142156226514,5.541009787392597,5.984189015814875,5.385770114233388,6,True,4.2,57.01953380208573,61.54547170697844,2026-11-05,2026-04-24,última,,,False,False,,,Em Baixa,3.809999942779541,-9.973750176623742,-31.016735231092795,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.0%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,64.07,62.77,71.42857142857143,,,0.9,,76.52,53.21,66.49,17.36,24,Não,6,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,True,False,True,True,False,True,0.33,True,4923728384.0,8.42,1.55,3.34,1.97,18.4,17.32,18.56,5.57,0.97,4.19,0.38,0.56,16.59,9.5,20.42,35.35,2.5,-40.8,-11.3,1.13,0.51,20.940000534057617,2.9461820023000067,5.465167614266512,32.95190107794102,27.49451433258987,42.202678864972015,10.840049740691214,30.09192475796879,15.477718028078096,,,,6,False,14.3,,,n/d,2025-12-22,última,,,False,False,,,Em Baixa,22.84000015258789,-8.318737328532787,-41.65748885466408,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.3%))
ABCB4,SMALL11,SMALL11,Produtos financeiros,63.84,66.28,50.0,16.87,,0.4,,53.02,68.99,83.86,84.03,25,Não,2,6,False,,True,,False,False,True,,False,True,3,6,True,False,False,,False,,True,False,True,,True,5826592256.0,5.8,0.81,11.48,10.04,14.05,0.0,40.92,,,,,0.99,58.26,-2.9,18.99,26.85,19.1,-15.8,-5.1,0.92,0.69,22.610000610351562,16.222113534107795,29.553442120432997,50.727700857626495,49.48064211835688,62.01870579098731,32.06689837388172,24.784290381737197,,32.14253872151225,30.81017024715736,27.729153222441624,4,True,3.1,22.641098955770733,42.1607158506506,n/d,2026-06-30,última,,,False,False,,,Em Baixa,24.15999984741211,-6.415559796564219,-17.265516693917515,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.4%))
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.75,64.92,57.142857142857146,,,0.9,,72.33,49.83,54.06,90.97,26,Não,5,8,False,,True,,False,False,True,False,True,True,4,7,True,True,False,True,False,True,True,False,True,0.46,True,5454839296.0,6.7,2.46,14.08,12.12,36.78,9.99,18.16,4.91,0.77,4.26,1.3,0.97,81.21,29.0,10.49,16.95,0.0,-38.1,-20.0,1.48,0.65,10.489999771118164,9.081521922376158,16.84622316600777,20.745148801091887,12.256367734853402,29.799143510583114,24.275014989552787,10.985500980672251,9.12144457891394,16.638795710506415,14.551295450430587,13.096165905387528,8,True,3.3,24.844291621863057,58.61578716443414,n/d,2025-12-17,última,,,False,False,,,Em Baixa,11.84000015258789,-11.402030101956163,-39.2161570478341,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.4%))
MULT3,BOVA11+SMALL11,BOVA11,Imobiliário,63.0,61.51,71.42857142857143,,,0.8,,87.31,39.4,42.42,38.89,27,Não,7,8,False,,True,,False,False,True,True,True,True,5,7,True,True,True,True,True,True,True,False,True,0.82,True,13385929728.0,10.04,2.06,4.14,3.71,20.52,18.7,43.42,7.49,2.13,1.64,0.75,0.78,37.21,62.0,24.95,35.12,9.3,-22.4,-8.7,1.26,0.81,27.260000228881836,7.2170838820947285,13.38769060128572,35.97559791162194,28.43260473587937,45.04508602969171,25.68092097129895,29.241624325422826,22.17575885447605,28.56275477566808,28.43260473587937,25.589344262291434,7,True,6.2,-6.1285985053674,4.778996829963278,2026-10-29,2026-07-01,última,,,False,False,,,Em Baixa,29.06999969482422,-6.226348417418959,-22.728401843770484,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.2%))
KEPL3,SMALL11,SMALL11,Bens Industriais,62.97,66.52,42.857142857142854,,,0.7,,67.94,52.54,65.8,96.53,28,Não,6,8,False,,True,,False,False,True,True,False,False,3,7,True,True,True,False,False,True,True,True,True,-0.05,True,1011824704.0,7.16,1.34,4.9,16.57,18.67,13.9,10.19,5.63,-0.2,2.02,0.42,,118.66,-33.0,5.84,10.45,0.0,-44.1,-17.6,0.99,0.49,5.840000152587891,6.912933340071051,10.065230943143453,8.482681785881852,8.943246622201121,,9.050042630578618,2.1789306235712997,5.454353777567563,8.151414849907276,8.712964204041487,7.841667783637338,6,True,4.6,34.275129773112155,39.579017755592425,n/d,2025-12-16,última,,,False,False,,,Em Baixa,6.489999771118164,-10.015402795896932,-44.380950927734375,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.0%))
